Probe_ID,median
cg22778797,0.942
cg22779878,0.846
cg22793142,0.901
cg22796704,0.663
cg22797735,0.099
cg22801992,0.087
cg22806229,0.262
cg22807700,0.943
cg22809047,0.733
cg22820188,0.416
cg22826874,0.084
cg22827210,0.131
cg22843803,0.275
cg22850234,0.056
cg22851420,0.227
cg22853588,0.148
cg22860775,0.082
cg22864500,0.832
cg22866430,0.87
cg22868346,0.037
cg22870775,0.07
cg22871721,0.882
cg22872478,0.926
cg22879583,0.435
cg22881141,0.869
cg22884541,0.987
cg22887526,0.086
cg22889573,0.025
cg22889918,0.83
cg22893248,0.04
cg22900229,0.174
cg22900415,0.043
cg22901840,0.634
cg22902266,0.15
cg22917652,0.629
cg22919728,0.401
cg22920538,0.069
cg22920873,0.012
cg22927247,0.434
cg22927302,0.584
cg22930808,0.793
cg22932220,0.057
cg22935921,0.02
cg22937804,0.763
cg22942200,0.158
cg22943590,0.811
cg22947000,0.481
cg22959742,0.57
cg22961457,0.187
cg22968401,0.416
cg22971191,0.89
cg22977317,0.462
cg22982767,0.078
cg22983092,0.837
cg22983827,0.943
cg22987011,0.605
cg22991148,0.096
cg23003720,0.069
cg23008153,0.425
cg23012731,0.08
cg23021551,0.044
cg23027179,0.951
cg23027583,0.015
cg23028740,0.951
cg23030863,0.11
cg23034485,0.516
cg23036136,0.925
cg23043611,0.906
cg23045908,0.177
cg23047825,0.727
cg23051272,0.522
cg23061412,0.927
cg23065100,0.165
cg23066280,0.459
cg23067299,0.947
cg23068772,0.617
cg23075364,0.502
cg23077820,0.515
cg23078123,0.645
cg23080060,0.769
cg23083672,0.294
cg23090606,0.557
cg23091758,0.044
cg23092072,0.044
cg23097079,0.172
cg23106779,0.953
cg23112821,0.906
cg23124451,0.548
cg23127998,0.2
cg23132624,0.031
cg23140554,0.019
cg23148701,0.023
cg23151014,0.247
cg23152772,0.385
cg23159337,0.555
cg23159704,0.635
cg23163283,0.786
cg23166770,0.06
cg23172400,0.35
cg23173910,0.93
cg23174607,0.152
cg23180365,0.019
cg23188704,0.099
cg23191950,0.217
cg23201812,0.185
cg23206745,0.843
cg23207054,0.6
cg23210521,0.858
cg23213217,0.322
cg23217126,0.05
cg23234999,0.862
cg23239039,0.105
cg23239150,0.807
cg23251687,0.185
cg23251761,0.723
cg23253569,0.019
cg23260525,0.264
cg23260993,0.512
cg23266598,0.139
cg23268677,0.058
cg23273694,0.03
cg23275972,0.858
cg23278885,0.912
cg23280730,0.831
cg23282585,0.051
cg23285059,0.868
cg23305365,0.955
cg23307798,0.912
cg23307858,0.114
cg23314866,0.283
cg23320649,0.573
cg23322112,0.939
cg23322172,0.745
cg23333513,0.064
cg23335460,0.086
cg23336797,0.301
cg23338195,0.849
cg23352942,0.369
cg23356831,0.438
cg23357533,0.893
cg23357854,0.129
cg23361092,0.149
cg23367341,0.652
cg23367683,0.926
cg23371436,0.605
cg23371476,0.85
cg23373153,0.031
cg23373640,0.364
cg23375552,0.114
cg23376526,0.055
cg23385669,0.926
cg23389651,0.155
cg23398076,0.055
cg23398241,0.209
cg23400512,0.028
cg23405575,0.048
cg23406136,0.517
cg23420260,0.041
cg23431721,0.125
cg23435915,0.907
cg23439966,0.085
cg23445859,0.033
cg23448998,0.791
cg23452458,0.113
cg23456221,0.151
cg23460961,0.288
cg23462687,0.858
cg23463186,0.871
cg23464183,0.157
cg23469025,0.113
cg23474190,0.114
cg23489630,0.877
cg23500537,0.429
cg23510258,0.526
cg23510415,0.589
cg23510764,0.692
cg23511118,0.099
cg23512275,0.521
cg23517605,0.203
cg23521281,0.032
cg23538901,0.496
cg23542533,0.879
cg23549061,0.677
cg23550082,0.12
cg23552977,0.208
cg23568913,0.044
cg23573129,0.492
cg23581183,0.48
cg23581793,0.399
cg23584743,0.032
cg23586440,0.95
cg23594345,0.554
cg23600866,0.154
cg23604012,0.026
cg23605843,0.217
cg23606718,0.107
cg23613051,0.256
cg23615741,0.493
cg23618638,0.05
cg23624713,0.951
cg23626546,0.827
cg23631636,0.019
cg23634477,0.912
cg23636833,0.746
cg23643435,0.052
cg23653343,0.054
cg23656110,0.149
cg23659056,0.857
cg23661344,0.034
cg23662138,0.255
cg23662675,0.031
cg23665802,0.377
cg23668631,0.249
cg23669043,0.254
cg23670519,0.612
cg23674344,0.042
cg23679724,0.722
cg23684204,0.065
cg23686403,0.066
cg23686556,0.187
cg23687466,0.498
cg23690166,0.301
cg23691771,0.946
cg23694533,0.6
cg23698023,0.54
cg23703060,0.179
cg23707230,0.07
cg23709172,0.234
cg23710218,0.142
cg23712970,0.157
cg23718736,0.577
cg23731991,0.125
cg23736055,0.298
cg23737061,0.767
cg23737927,0.82
cg23744638,0.783
cg23752007,0.762
cg23753748,0.586
cg23754392,0.26
cg23765126,0.922
cg23766254,0.293
cg23771366,0.459
cg23774356,0.034
cg23777173,0.863
cg23777956,0.132
cg23786576,0.061
cg23788418,0.588
cg23799375,0.325
cg23800435,0.869
cg23805360,0.07
cg23808301,0.081
cg23813012,0.049
cg23814988,0.041
cg23817643,0.904
cg23818978,0.864
cg23827572,0.099
cg23829395,0.654
cg23830205,0.91
cg23831735,0.108
cg23832061,0.038
cg23833896,0.058
cg23836737,0.389
cg23842572,0.753
cg23847712,0.158
cg23857078,0.909
cg23858532,0.144
cg23889772,0.154
cg23893460,0.773
cg23895495,0.509
cg23896431,0.987
cg23900712,0.68
cg23908305,0.879
cg23923856,0.057
cg23938637,0.959
cg23939642,0.846
cg23939875,0.042
cg23941599,0.146
cg23944298,0.496
cg23955970,0.932
cg23977011,0.799
cg23985797,0.886
cg23995914,0.159
cg23998119,0.203
cg24000528,0.628
cg24010402,0.811
cg24012925,0.27
cg24015175,0.91
cg24016624,0.066
cg24023487,0.457
cg24030449,0.197
cg24036510,0.056
cg24044052,0.067
cg24046474,0.239
cg24048949,0.747
cg24049493,0.208
cg24053748,0.104
cg24057642,0.248
cg24058132,0.529
cg24070213,0.029
cg24079702,0.288
cg24081819,0.116
cg24085039,0.261
cg24087736,0.899
cg24088496,0.464
cg24090911,0.865
cg24091819,0.848
cg24093538,0.288
cg24107728,0.561
cg24109012,0.894
cg24110063,0.92
cg24110177,0.041
cg24112692,0.8
cg24115922,0.028
cg24116886,0.932
cg24117274,0.224
cg24119607,0.373
cg24125648,0.165
cg24126612,0.947
cg24126851,0.826
cg24129115,0.862
cg24145109,0.248
cg24150153,0.163
cg24154839,0.051
cg24158141,0.8
cg24159575,0.205
cg24164702,0.115
cg24169822,0.452
cg24171453,0.256
cg24172278,0.911
cg24173182,0.55
cg24174557,0.343
cg24178740,0.377
cg24188073,0.021
cg24208206,0.063
cg24212517,0.157
cg24213507,0.059
cg24217726,0.918
cg24217948,0.75
cg24231804,0.258
cg24238356,0.832
cg24240870,0.785
cg24248713,0.106
cg24249248,0.092
cg24249778,0.065
cg24251135,0.523
cg24253500,0.836
cg24254120,0.047
cg24254377,0.938
cg24262469,0.352
cg24284497,0.091
cg24287218,0.166
cg24304712,0.059
cg24311135,0.121
cg24315876,0.918
cg24319902,0.062
cg24322968,0.339
cg24327262,0.053
cg24332433,0.054
cg24346776,0.794
cg24349631,0.2
cg24350475,0.584
cg24359323,0.023
cg24370881,0.88
cg24374161,0.068
cg24374738,0.019
cg24375409,0.339
cg24377285,0.497
cg24387126,0.552
cg24391240,0.031
cg24393673,0.367
cg24399540,0.103
cg24401441,0.594
cg24403644,0.814
cg24403845,0.025
cg24407308,0.063
cg24412006,0.962
cg24415799,0.092
cg24420164,0.982
cg24420742,0.857
cg24425149,0.436
cg24429836,0.606
cg24436715,0.041
cg24437311,0.939
cg24441922,0.407
cg24442609,0.2
cg24450312,0.039
cg24453699,0.147
cg24457743,0.914
cg24461772,0.095
cg24471894,0.215
cg24475171,0.093
cg24479590,0.034
cg24483655,0.07
cg24493940,0.193
cg24493971,0.047
cg24494556,0.049
cg24496614,0.194
cg24505122,0.93
cg24505341,0.335
cg24506130,0.963
cg24512005,0.282
cg24514884,0.233
cg24517323,0.577
cg24521756,0.41
cg24526702,0.022
cg24543544,0.955
cg24550456,0.899
cg24555670,0.935
cg24556026,0.702
cg24567591,0.211
cg24580001,0.927
cg24580066,0.017
cg24580185,0.034
cg24609819,0.671
cg24611351,0.353
cg24617723,0.076
cg24620508,0.697
cg24632756,0.103
cg24636368,0.847
cg24637417,0.364
cg24642820,0.463
cg24650267,0.886
cg24651706,0.06
cg24655669,0.76
cg24667510,0.838
cg24670151,0.667
cg24674269,0.321
cg24674703,0.454
cg24675983,0.922
cg24678869,0.634
cg24680586,0.019
cg24686551,0.415
cg24688803,0.84
cg24690437,0.337
cg24696028,0.112
cg24698655,0.198
cg24704287,0.334
cg24708145,0.782
cg24710309,0.77
cg24711649,0.095
cg24713204,0.309
cg24715767,0.723
cg24718465,0.216
cg24727203,0.158
cg24733384,0.324
cg24739596,0.892
cg24741744,0.9
cg24745327,0.052
cg24749947,0.189
cg24757926,0.688
cg24760922,0.084
cg24761567,0.468
cg24765360,0.275
cg24765579,0.045
cg24768116,0.616
cg24768561,0.464
cg24776736,0.536
cg24784350,0.14
cg24787755,0.168
cg24788483,0.828
cg24801535,0.951
cg24805559,0.916
cg24815934,0.247
cg24830730,0.608
cg24834740,0.045
cg24838825,0.147
cg24843443,0.06
cg24845578,0.179
cg24856658,0.784
cg24859433,0.894
cg24862131,0.77
cg24869272,0.483
cg24869535,0.042
cg24870774,0.042
cg24873872,0.075
cg24874254,0.569
cg24879782,0.049
cg24881205,0.033
cg24883498,0.269
cg24888049,0.64
cg24888989,0.015
cg24891133,0.109
cg24891539,0.058
cg24894584,0.607
cg24899750,0.676
cg24903144,0.491
cg24913868,0.265
cg24920358,0.458
cg24921089,0.235
cg24921858,0.646
cg24924449,0.248
cg24924577,0.344
cg24928100,0.02
cg24928110,0.332
cg24929896,0.958
cg24933925,0.077
cg24934400,0.042
cg24935556,0.823
cg24937706,0.04
cg24947451,0.562
cg24949488,0.751
cg24950222,0.48
cg24952754,0.949
cg24974423,0.045
cg24977886,0.611
cg24983539,0.928
cg24987259,0.235
cg24989962,0.087
cg24990808,0.98
cg24996883,0.114
cg25005357,0.955
cg25007705,0.33
cg25018458,0.984
cg25022327,0.966
cg25024993,0.2
cg25034591,0.059
cg25036456,0.911
cg25046651,0.09
cg25062539,0.202
cg25064552,0.856
cg25065981,0.173
cg25070637,0.071
cg25077778,0.073
cg25090514,0.035
cg25092328,0.047
cg25101936,0.649
cg25114611,0.347
cg25116388,0.156
cg25119002,0.897
cg25122125,0.932
cg25123427,0.739
cg25125340,0.895
cg25127315,0.128
cg25130381,0.564
cg25135555,0.926
cg25136687,0.054
cg25143652,0.651
cg25148589,0.214
cg25149218,0.72
cg25149516,0.901
cg25151919,0.04
cg25152404,0.808
cg25159610,0.038
cg25164649,0.104
cg25166896,0.056
cg25178683,0.628
cg25178749,0.173
cg25179758,0.351
cg25188760,0.919
cg25189904,0.503
cg25192226,0.843
cg25201359,0.022
cg25215230,0.892
cg25229964,0.921
cg25235205,0.836
cg25236230,0.078
cg25251635,0.047
cg25256723,0.706
cg25268718,0.597
cg25284762,0.874
cg25285053,0.233
cg25291250,0.902
cg25305703,0.768
cg25307168,0.035
cg25309888,0.571
cg25310195,0.899
cg25325512,0.418
cg25326896,0.018
cg25329844,0.256
cg25339052,0.937
cg25351599,0.766
cg25352397,0.738
cg25353171,0.202
cg25359664,0.073
cg25361506,0.673
cg25363789,0.23
cg25365379,0.842
cg25371036,0.737
cg25386151,0.116
cg25390656,0.036
cg25394782,0.9
cg25399541,0.37
cg25409140,0.942
cg25410668,0.563
cg25411725,0.902
cg25415508,0.087
cg25426208,0.733
cg25427880,0.254
cg25428451,0.086
cg25428494,0.386
cg25428553,0.341
cg25431974,0.402
cg25436157,0.543
cg25448355,0.948
cg25450266,0.057
cg25450819,0.868
cg25459323,0.271
cg25473981,0.035
cg25478614,0.367
cg25481454,0.932
cg25486749,0.941
cg25505610,0.037
cg25509697,0.453
cg25515063,0.035
cg25519723,0.92
cg25536676,0.194
cg25538571,0.38
cg25551691,0.047
cg25552492,0.139
cg25555336,0.031
cg25557481,0.886
cg25557995,0.701
cg25561904,0.813
cg25564800,0.25
cg25567048,0.926
cg25570929,0.61
cg25572904,0.791
cg25577130,0.378
cg25583580,0.211
cg25587069,0.021
cg25598319,0.105
cg25599538,0.017
cg25602684,0.018
cg25613227,0.911
cg25615068,0.416
cg25616777,0.703
cg25618424,0.624
cg25618559,0.722
cg25625670,0.782
cg25629712,0.944
cg25640822,0.085
cg25645064,0.237
cg25654926,0.856
cg25655096,0.445
cg25657834,0.127
cg25660036,0.097
cg25662463,0.021
cg25663874,0.938
cg25667997,0.862
cg25671438,0.047
cg25671484,0.685
cg25673241,0.848
cg25682299,0.045
cg25683012,0.039
cg25694447,0.075
cg25697726,0.245
cg25697881,0.79
cg25713185,0.211
cg25716514,0.17
cg25719851,0.297
cg25732028,0.176
cg25741192,0.036
cg25741837,0.454
cg25744957,0.664
cg25749107,0.459
cg25753817,0.137
cg25761955,0.932
cg25762706,0.787
cg25769980,0.953
cg25770948,0.796
cg25771195,0.545
cg25781123,0.05
cg25783326,0.605
cg25789861,0.028
cg25797055,0.016
cg25806704,0.675
cg25809722,0.767
cg25809905,0.651
cg25814293,0.72
cg25815229,0.335
cg25822709,0.335
cg25830305,0.429
cg25838150,0.768
cg25841091,0.047
cg25845889,0.748
cg25846723,0.085
cg25848076,0.2
cg25860399,0.053
cg25861340,0.04
cg25872744,0.131
cg25875213,0.024
cg25876186,0.981
cg25881193,0.052
cg25893857,0.599
cg25898500,0.084
cg25904183,0.797
cg25909396,0.882
cg25912009,0.925
cg25921813,0.95
cg25922329,0.735
cg25928579,0.091
cg25932066,0.877
cg25936902,0.411
cg25938646,0.108
cg25939203,0.54
cg25939861,0.858
cg25940248,0.539
cg25945090,0.02
cg25947945,0.172
cg25949550,0.146
cg25951981,0.036
cg25955180,0.171
cg25956966,0.983
cg25957451,0.073
cg25961618,0.893
cg25966649,0.923
cg25969122,0.102
cg25969992,0.551
cg25977769,0.441
cg25979108,0.14
cg25982743,0.355
cg25983901,0.648
cg25993718,0.172
cg26003813,0.111
cg26004707,0.564
cg26005082,0.067
cg26005578,0.019
cg26009035,0.205
cg26011014,0.032
cg26012941,0.065
cg26022315,0.079
cg26025543,0.054
cg26026416,0.036
cg26034375,0.481
cg26035489,0.228
cg26035892,0.745
cg26036479,0.016
cg26043391,0.066
cg26045434,0.127
cg26055950,0.442
cg26058502,0.41
cg26064634,0.044
cg26070099,0.909
cg26071410,0.104
cg26074100,0.553
cg26082368,0.235
cg26084258,0.024
cg26091688,0.053
cg26092675,0.732
cg26096837,0.195
cg26097391,0.907
cg26101086,0.948
cg26104204,0.055
cg26105310,0.963
cg26109145,0.712
cg26109803,0.935
cg26110733,0.945
cg26115633,0.076
cg26116103,0.077
cg26116499,0.86
cg26124115,0.055
cg26124980,0.032
cg26126740,0.825
cg26127836,0.266
cg26128121,0.569
cg26128464,0.888
cg26129769,0.077
cg26134777,0.741
cg26137103,0.735
cg26144627,0.18
cg26147845,0.469
cg26149658,0.841
cg26156167,0.044
cg26157803,0.183
cg26158023,0.244
cg26160218,0.561
cg26161329,0.097
cg26162695,0.019
cg26168651,0.308
cg26175729,0.786
cg26191447,0.205
cg26201213,0.336
cg26206456,0.913
cg26209990,0.66
cg26211349,0.25
cg26211724,0.754
cg26212924,0.062
cg26219051,0.284
cg26235243,0.924
cg26242531,0.446
cg26248173,0.039
cg26250086,0.705
cg26253134,0.258
cg26260789,0.093
cg26261298,0.105
cg26266429,0.629
cg26276120,0.208
cg26276947,0.924
cg26282236,0.637
cg26282505,0.908
cg26287345,0.045
cg26292895,0.972
cg26295057,0.032
cg26297688,0.053
cg26303870,0.686
cg26306636,0.026
cg26307871,0.882
cg26311454,0.946
cg26312920,0.826
cg26315277,0.115
cg26317006,0.973
cg26322872,0.949
cg26325335,0.079
cg26332560,0.066
cg26332630,0.927
cg26340700,0.387
cg26341773,0.104
cg26343958,0.219
cg26349773,0.941
cg26350286,0.083
cg26357744,0.069
cg26359730,0.762
cg26364871,0.898
cg26365925,0.192
cg26372517,0.312
cg26372792,0.02
cg26377000,0.018
cg26382071,0.04
cg26384036,0.907
cg26385222,0.493
cg26394737,0.068
cg26394940,0.14
cg26397549,0.061
cg26403206,0.941
cg26403416,0.836
cg26403843,0.389
cg26407029,0.955
cg26410450,0.059
cg26411280,0.031
cg26411299,0.93
cg26424649,0.745
cg26425555,0.203
cg26433444,0.826
cg26439710,0.09
cg26441486,0.418
cg26453588,0.523
cg26456957,0.051
cg26460366,0.769
cg26467949,0.108
cg26468833,0.977
cg26469387,0.582
cg26470115,0.94
cg26470314,0.58
cg26470501,0.54
cg26471058,0.878
cg26471982,0.7
cg26472036,0.916
cg26474124,0.254
cg26481784,0.021
cg26483332,0.193
cg26490949,0.059
cg26493814,0.931
cg26509915,0.93
cg26514961,0.471
cg26527903,0.905
cg26533717,0.06
cg26535072,0.09
cg26536847,0.045
cg26542283,0.044
cg26552743,0.91
cg26554592,0.141
cg26562921,0.329
cg26564280,0.652
cg26565021,0.032
cg26569309,0.466
cg26569315,0.974
cg26572392,0.624
cg26573797,0.975
cg26578149,0.489
cg26581729,0.503
cg26610808,0.163
cg26614073,0.523
cg26620959,0.083
cg26623286,0.059
cg26635214,0.034
cg26636010,0.577
cg26644052,0.371
cg26645401,0.2
cg26650655,0.041
cg26660754,0.072
cg26662298,0.033
cg26665419,0.085
cg26668490,0.158
cg26677448,0.104
cg26680047,0.05
cg26684319,0.741
cg26684673,0.858
cg26685352,0.04
cg26685515,0.249
cg26685941,0.176
cg26687173,0.724
cg26690304,0.471
cg26692296,0.944
cg26692822,0.021
cg26693467,0.152
cg26701043,0.624
cg26709300,0.641
cg26710722,0.081
cg26711820,0.321
cg26718213,0.298
cg26718511,0.136
cg26720545,0.563
cg26723847,0.11
cg26725786,0.678
cg26726141,0.837
cg26726230,0.9
cg26730543,0.474
cg26734888,0.392
cg26744056,0.392
cg26745332,0.043
cg26746469,0.893
cg26749414,0.966
cg26758386,0.623
cg26765385,0.943
cg26767214,0.247
cg26777475,0.88
cg26780581,0.865
cg26781129,0.343
cg26782013,0.038
cg26782108,0.166
cg26784012,0.076
cg26789779,0.029
cg26795848,0.827
cg26802256,0.037
cg26805150,0.897
cg26808167,0.166
cg26815229,0.16
cg26815396,0.762
cg26816491,0.662
cg26824091,0.079
cg26824216,0.063
cg26827653,0.901
cg26833936,0.371
cg26837962,0.959
cg26842024,0.13
cg26843498,0.5
cg26843711,0.348
cg26845300,0.059
cg26848071,0.348
cg26850624,0.719
cg26853093,0.017
cg26856080,0.018
cg26863750,0.907
cg26866325,0.134
cg26866482,0.04
cg26867866,0.027
cg26875135,0.388
cg26881591,0.928
cg26884773,0.762
cg26885220,0.037
cg26888530,0.036
cg26898166,0.122
cg26901111,0.29
cg26905845,0.671
cg26916966,0.955
cg26921969,0.25
cg26924440,0.159
cg26925981,0.838
cg26927807,0.874
cg26932976,0.044
cg26933021,0.725
cg26935333,0.423
cg26936171,0.944
cg26940479,0.907
cg26943759,0.893
cg26950531,0.253
cg26951091,0.242
cg26951440,0.355
cg26952697,0.568
cg26952796,0.139
cg26955383,0.249
cg26960221,0.886
cg26967875,0.072
cg26971710,0.231
cg26974444,0.909
cg26975476,0.883
cg26986871,0.184
cg26987613,0.521
cg26988406,0.066
cg26994484,0.745
cg27000590,0.885
cg27003165,0.627
cg27004870,0.148
cg27009703,0.045
cg27013696,0.209
cg27014438,0.653
cg27015931,0.155
cg27016307,0.467
cg27019126,0.055
cg27021512,0.335
cg27022827,0.671
cg27037018,0.022
cg27039118,0.732
cg27043838,0.944
cg27045062,0.033
cg27045723,0.834
cg27051315,0.104
cg27058486,0.056
cg27059819,0.753
cg27061971,0.111
cg27067781,0.164
cg27078652,0.023
cg27086690,0.656
cg27087885,0.82
cg27089226,0.144
cg27092035,0.07
cg27093143,0.04
cg27093871,0.538
cg27093918,0.312
cg27096232,0.262
cg27105123,0.766
cg27113347,0.762
cg27114661,0.019
cg27115863,0.422
cg27118035,0.17
cg27126872,0.282
cg27130359,0.473
cg27131176,0.251
cg27134139,0.156
cg27134322,0.262
cg27134386,0.053
cg27134767,0.803
cg27135113,0.707
cg27139956,0.135
cg27144223,0.926
cg27145096,0.141
cg27152890,0.262
cg27168858,0.852
cg27169020,0.409
cg27175491,0.953
cg27176138,0.146
cg27184585,0.668
cg27186323,0.726
cg27187881,0.112
cg27189341,0.183
cg27189533,0.799
cg27202708,0.398
cg27208169,0.692
cg27209729,0.603
cg27212234,0.025
cg27222157,0.939
cg27223827,0.839
cg27227029,0.201
cg27230784,0.018
cg27241134,0.753
cg27243685,0.884
cg27244482,0.8
cg27249858,0.128
cg27254482,0.09
cg27261733,0.941
cg27262717,0.373
cg27270541,0.158
cg27272363,0.529
cg27292417,0.903
cg27294156,0.916
cg27300045,0.175
cg27304328,0.834
cg27305255,0.157
cg27312916,0.895
cg27316393,0.08
cg27319898,0.07
cg27320127,0.179
cg27321750,0.059
cg27326062,0.827
cg27331554,0.944
cg27335600,0.119
cg27336439,0.91
cg27337397,0.572
cg27338353,0.485
cg27342333,0.336
cg27346545,0.5
cg27355006,0.526
cg27355653,0.777
cg27357571,0.027
cg27363829,0.076
cg27365324,0.466
cg27366532,0.651
cg27367526,0.499
cg27367952,0.068
cg27368025,0.358
cg27377450,0.913
cg27379915,0.272
cg27380813,0.668
cg27386529,0.424
cg27388680,0.89
cg27391693,0.404
cg27395754,0.922
cg27396655,0.022
cg27396824,0.585
cg27396830,0.96
cg27413008,0.16
cg27413543,0.083
cg27414487,0.17
cg27430293,0.441
cg27432653,0.029
cg27434984,0.786
cg27436995,0.22
cg27437510,0.986
cg27440834,0.911
cg27447740,0.091
cg27455578,0.365
cg27489373,0.327
cg27491887,0.14
cg27493997,0.193
cg27494383,0.049
cg27505273,0.04
cg27505538,0.048
cg27508620,0.821
cg27514224,0.97
cg27516159,0.665
cg27529628,0.117
cg27529647,0.698
cg27532318,0.404
cg27534796,0.048
cg27544190,0.131
cg27553955,0.359
cg27567593,0.126
cg27569863,0.334
cg27574654,0.917
cg27577149,0.546
cg27582059,0.555
cg27585376,0.421
cg27587195,0.09
cg27597505,0.817
cg27598107,0.484
cg27598621,0.071
cg27598956,0.779
cg27615366,0.57
cg27619353,0.355
cg27625055,0.036
cg27626102,0.117
cg27627674,0.947
cg27628536,0.207
cg27629782,0.828
cg27631597,0.864
cg27637363,0.226
cg27637521,0.076
cg27639942,0.14
cg27640528,0.839
cg27645544,0.823
cg27646965,0.046
cg27648075,0.069
cg27649073,0.076
cg27655905,0.06
cg27660099,0.947
cg27661460,0.934
ch.1.237398078F,0.045
ch.13.39564907R,0.08
ch.17.1184801R,0.048
ch.2.1904845F,0.047
ch.2.30415474F,0.082
ch.2.71774667F,0.025
ch.2.75889792R,0.037
ch.4.73355803R,0.037
ch.8.353716R,0.066
